,year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate,Unnamed: 16
211115,2011,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac4bh147797,fl,3.7,75886.0,gold,beige,santander consumer,8900,7800,Thu Jan 29 2015 01:35:00 GMT-0800 (PST),
376253,2012,Jeep,Wrangler,Unlimited Sport,SUV,automatic,1c4bjwdg4cl138384,mo,4.7,74076.0,white,black,o brien mitsubishi of normal,22300,23500,Tue Mar 03 2015 03:00:00 GMT-0800 (PST),
468332,2013,Hyundai,Elantra,GLS,sedan,,5npdh4ae3dh264317,pa,2.6,52900.0,silver,gray,the hertz corporation,9375,8300,Fri Jun 19 2015 02:00:00 GMT-0700 (PDT),
510329,2008,Honda,Civic,EX,sedan,automatic,1hgfa16878l087966,fl,3.5,88356.0,blue,gray,arg inc,7250,7300,Fri Jun 19 2015 02:30:00 GMT-0700 (PDT),
328138,2008,Lexus,IS 250,Base,Sedan,automatic,jthbk262885059270,ca,2.6,80996.0,gray,gray,corona auto wholesale inc,13100,14500,Tue Feb 17 2015 04:30:00 GMT-0800 (PST),
33698,2013,Lexus,GX 460,Base,SUV,,jtjbm7fx6d5054189,pa,4.0,24635.0,gray,brown,adcock brothers inc,41000,41000,Fri Dec 19 2014 09:00:00 GMT-0800 (PST),
105458,2010,BMW,X5,xDrive30i,SUV,automatic,5uxfe4c52al380855,pa,4.4,95632.0,black,tan,don rosen imports,17800,16000,Fri Jan 09 2015 09:00:00 GMT-0800 (PST),
83801,2015,Chevrolet,Suburban,LTZ,SUV,automatic,1gnskkkc7fr207096,nj,4.1,15813.0,black,black,enterprise veh exchange/rental,57200,56500,Wed Jan 07 2015 09:30:00 GMT-0800 (PST),
372988,2015,Chevrolet,Malibu,LTZ,Sedan,automatic,1g11f5sl9ff101379,nv,4.5,19608.0,silver,black,enterprise veh exchange/rental,18750,19500,Fri Mar 06 2015 04:00:00 GMT-0800 (PST),
333610,2010,Nissan,Frontier,LE,Crew Cab,automatic,1n6ad0fvxac410443,pa,4.3,63000.0,red,gray,sims buick gmc nissan,18600,19200,Wed Feb 18 2015 01:00:00 GMT-0800 (PST),
73230,2014,Hyundai,Santa Fe,GLS,SUV,automatic,km8sm4hf0eu045903,ga,3.9,23527.0,silver,gray,enterprise veh exchange/rental,21000,22800,Tue Jan 06 2015 01:30:00 GMT-0800 (PST),
435568,2013,Ford,E-Series Wagon,E-350 Super Duty XL,Van,automatic,1fbss3bl1dda83226,fl,4.1,43966.0,white,gray,tdaf remarketing,20100,20400,Tue May 26 2015 02:00:00 GMT-0700 (PDT),
174142,2014,GMC,Sierra 1500,SLT,Double Cab,automatic,1gtv2vec5ez110609,fl,4.3,8240.0,black,black,summer enterprises of miami inc,32500,35900,Tue Jan 27 2015 01:30:00 GMT-0800 (PST),
342773,2012,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap1cm811646,fl,4.2,24444.0,blue,black,nissan infiniti lt,18850,17200,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),
431066,2014,Ford,Focus,SE,Sedan,automatic,1fadp3f29el213869,fl,4.4,90807.0,black,gray,wheels exchange llc,8725,9300,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT),
462224,2007,Mercury,Milan,Base,Sedan,automatic,3mehm07z07r653013,oh,1.9,125868.0,blue,beige,dt credit corporation,2825,2900,Thu May 28 2015 02:00:00 GMT-0700 (PDT),
353940,2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d06n325302,ca,2.0,89338.0,blue,black,tradewinds remarketing,4700,5000,Tue Feb 24 2015 04:00:00 GMT-0800 (PST),
108215,2013,Ford,Focus,SE,Hatchback,automatic,1fadp3k21dl206242,md,4.9,11641.0,black,black,"ford motor credit company,llc",12650,13000,Tue Jan 13 2015 09:30:00 GMT-0800 (PST),
324055,2013,Mercedes-Benz,E-Class,E350 Sport 4MATIC,Sedan,automatic,wddhf8jb4da765055,oh,4.1,18665.0,black,off-white,mercedes-benz financial services,30400,29500,Tue Feb 24 2015 01:30:00 GMT-0800 (PST),
222899,2012,Mercedes-Benz,C-Class,C300 Luxury 4MATIC,Sedan,,wddgf8bb6cr225409,ga,3.2,8421.0,,,mercedes-benz financial services,23800,22750,Wed Feb 04 2015 02:00:00 GMT-0800 (PST),
148632,2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5g58bnn80575,wa,4.5,29233.0,gray,black,financial services remarketing (lease),20500,19750,Wed Jan 21 2015 04:30:00 GMT-0800 (PST),
434154,2013,Volkswagen,Passat,SE,Sedan,automatic,1vwbh7a36dc083812,fl,3,22424.0,black,beige,auto depot of orlando inc,13300,14000,Tue Jun 02 2015 02:15:00 GMT-0700 (PDT),
549072,2005,Toyota,Camry,LE,sedan,,4t1be32k95u415324,fl,1.9,70690.0,red,—,remarketing by ge/flagship credit acceptance,5525,4900,Wed Jun 17 2015 02:00:00 GMT-0700 (PDT),
16123,2008,Jeep,Commander,Sport,SUV,automatic,1j8hg48k58c145680,ga,,93322.0,silver,black,motormax automotive inc,8800,9000,Thu Dec 18 2014 10:00:00 GMT-0800 (PST),
145641,2006,Dodge,Charger,RT,Sedan,automatic,2b3ka53h66h464890,tn,1.9,99996.0,—,gray,santander consumer,8675,7100,Tue Jan 20 2015 02:30:00 GMT-0800 (PST),
101985,2014,Ford,Expedition,EL King Ranch,SUV,automatic,1fmjk1j56eef18912,ca,3.2,16573.0,red,tan,ford motor credit company,34600,32200,Thu Feb 12 2015 04:00:00 GMT-0800 (PST),
162156,2012,Volvo,S60,T5,Sedan,automatic,yv1622fs0c2134633,tn,3.8,34232.0,silver,black,fiserv/usb dealer services northstar exchange,15800,16700,Wed Jan 21 2015 02:30:00 GMT-0800 (PST),
88732,2012,Mercedes-Benz,C-Class,C250,Coupe,,wddgj4hb0cf779237,pa,4.3,22904.0,blue,gray,r hollenshead auto sales inc,22700,21750,Fri Jan 16 2015 01:00:00 GMT-0800 (PST),
246542,2014,Ford,Explorer,Limited,SUV,automatic,1fm5k7f84egc25117,tx,4.3,19977.0,—,beige,ars/enterprise,29600,29400,Thu Feb 05 2015 02:30:00 GMT-0800 (PST),
454604,2011,Toyota,Yaris,Base,Sedan,automatic,jtdbt4k31b1407692,ca,3.8,97590.0,silver,black,"jpmorgan chase bank,n.a.",5575,6250,Thu May 28 2015 05:00:00 GMT-0700 (PDT),
170686,2010,Mercury,Milan,Base,Sedan,automatic,3mehm0ha9ar635061,va,2.6,79085.0,black,black,c&f finance company,6725,7000,Wed Jan 21 2015 01:30:00 GMT-0800 (PST),
343566,2011,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap0bn465988,fl,2.6,78216.0,white,black,capital one auto finance,8925,8400,Wed Feb 25 2015 01:10:00 GMT-0800 (PST),
34730,2013,Toyota,Tacoma,Base,Regular Cab,automatic,5tfnx4cn3dx024872,fl,3.7,24697.0,white,gray,"enterprise fleet management exchange, inc.",14200,14200,Thu Dec 18 2014 10:20:00 GMT-0800 (PST),
118234,2004,Mercury,Monterey,Premier,Minivan,automatic,2mrda20264bj19300,ma,2.6,126560.0,gray,gray,clay nissan,2450,1600,Tue Jan 13 2015 10:00:00 GMT-0800 (PST),
548259,2011,Mitsubishi,Galant,ES,sedan,automatic,4a32b3ff2be012847,fl,3,133266.0,red,gray,dt credit corporation,4375,4800,Wed Jun 17 2015 08:25:00 GMT-0700 (PDT),
83325,2007,GMC,Acadia,SLT-1,SUV,automatic,1gkev23737j114238,mn,3.6,147198.0,gray,gray,dml remarketing,7850,8000,Wed Jan 07 2015 10:30:00 GMT-0800 (PST),
314818,2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac2dh759600,mo,3.7,42453.0,gray,gray,avis corporation,12150,12000,Wed Feb 25 2015 02:30:00 GMT-0800 (PST),
417013,2014,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac6eh938742,fl,2.8,12062.0,white,beige,hyundai motor finance,14300,13700,Tue May 26 2015 02:30:00 GMT-0700 (PDT),
343735,2010,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1ev1afd57849,tn,2.2,97107.0,—,gray,midtown motors,16550,16200,Wed Feb 25 2015 02:30:00 GMT-0800 (PST),
527310,2009,Toyota,Venza,Base,wagon,automatic,4t3zk11a89u019564,ga,3.8,122271.0,brown,beige,hayes chrysler dodge jeep inc,12600,15600,Thu Jun 11 2015 03:00:00 GMT-0700 (PDT),
491671,2013,Nissan,Altima,2.5,sedan,automatic,1n4al3ap2dn547326,ga,3.6,48401.0,silver,black,hertz damaged liquidation,11450,8900,Tue Jun 30 2015 06:30:00 GMT-0700 (PDT),
244654,2007,Chevrolet,Cobalt,LS,Coupe,manual,1g1ak15f177303770,in,3.2,118680.0,silver,gray,santander consumer,2650,2800,Thu Feb 05 2015 02:10:00 GMT-0800 (PST),
105404,2011,Toyota,RAV4,Limited,SUV,automatic,2t3df4dvxbw166098,oh,4.3,45923.0,black,gray,toyota financial services,17500,17600,Tue Jan 13 2015 09:30:00 GMT-0800 (PST),
99419,2010,Volkswagen,Golf,2.5L PZEV,Hatchback,manual,wvwab7ajxaw402668,ca,1.9,33850.0,black,black,vw credit,8300,6500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST),
216476,2013,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab8dn540280,in,2.0,58040.0,red,black,santander consumer,9150,7400,Thu Jan 29 2015 02:10:00 GMT-0800 (PST),
239362,2014,Buick,Enclave,Leather Group,SUV,automatic,5gakvbkd1ej148814,il,4.0,21964.0,gray,brown,gm remarketing,32400,33700,Thu Feb 05 2015 03:00:00 GMT-0800 (PST),
241669,2013,Nissan,Quest,SV,Minivan,automatic,jn8ae2kp0d9068039,tx,4.4,62445.0,gray,beige,the hertz corporation,14750,15300,Thu Feb 05 2015 03:00:00 GMT-0800 (PST),
94011,2014,Ford,Edge,Limited,SUV,automatic,2fmdk4kc1eba30507,il,4.6,21095.0,red,black,enterprise/ars,26100,27900,Thu Jan 08 2015 10:00:00 GMT-0800 (PST),
387360,2013,Mazda,Mazda2,Touring,Hatchback,automatic,jm1de1ly1d0158332,fl,3.9,45222.0,red,black,avis corporation,8850,9000,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),
330942,2012,Ford,F-150,King Ranch,SuperCrew,automatic,1ftfw1et4ckd30427,mo,3.2,122576.0,white,brown,blevins auto sales llc,24800,22000,Wed Mar 04 2015 02:30:00 GMT-0800 (PST),
408580,2013,Nissan,Murano,SV,SUV,automatic,jn8az1mw9dw316406,la,4.1,49844.0,black,black,the hertz corporation,15950,15400,Wed May 27 2015 03:00:00 GMT-0700 (PDT),
256078,2013,Hyundai,Accent,GLS,Sedan,automatic,kmhct4ae7du561750,tx,4.5,1627.0,black,beige,westlake financial services,10700,12500,Tue Mar 03 2015 02:30:00 GMT-0800 (PST),
508178,2014,Ford,Mustang,V6,convertible,automatic,1zvbp8em9e5238032,ca,3.5,59380.0,gray,black,the hertz corporation,13750,13700,Tue Jun 16 2015 05:30:00 GMT-0700 (PDT),
492614,2011,Infiniti,G Coupe,G37x,g coupe,automatic,jn1cv6el6bm262155,wa,3.6,30444.0,black,black,nissan motor acceptance corporation,21200,22750,Wed Jun 10 2015 05:30:00 GMT-0700 (PDT),
34826,2013,Volkswagen,Beetle,2.5L PZEV,Hatchback,automatic,3vwfp7at9dm644684,wi,3.1,32968.0,red,gray,avis corporation,11800,11400,Wed Jan 28 2015 02:00:00 GMT-0800 (PST),
453395,2012,Ford,Focus,SEL,Hatchback,automatic,1fahp3m25cl315266,fl,2.2,42386.0,silver,black,bank of america,10800,8500,Wed May 27 2015 02:05:00 GMT-0700 (PDT),
333046,2011,Chevrolet,Silverado 1500,LT,Extended Cab,automatic,1gcrcse05bz387744,tx,3.8,32271.0,silver,gray,fairway ford henderson,19850,22400,Wed Feb 18 2015 02:00:00 GMT-0800 (PST),
14593,2009,Volvo,S40,2.4i,Sedan,automatic,yv1ms382292454930,ny,,92877.0,gray,—,danbury auto group inc,6650,5500,Wed Dec 17 2014 09:00:00 GMT-0800 (PST),
526853,2009,Audi,Q7,3.6 quattro,suv,,wa1ay74l39d018213,ga,3.7,75208.0,black,beige,audi north atlanta,16700,17500,Thu Jun 11 2015 03:00:00 GMT-0700 (PDT),
537587,2012,Infiniti,G Sedan,G37 Journey,g sedan,automatic,jn1cv6apxcm621792,tx,2.1,19547.0,gray,gray,nissan infiniti lt,19750,17600,Wed Jun 17 2015 03:30:00 GMT-0700 (PDT),
38351,2012,Nissan,Altima,2.5 S,Sedan,,1n4al2ap7cn417695,pa,3.5,34670.0,black,black,nissan-infiniti lt,12450,11100,Tue Dec 23 2014 09:00:00 GMT-0800 (PST),
373854,2013,Lincoln,MKS,Base,Sedan,,1lnhl9dk0dg603677,nj,4.6,6486.0,black,black,"ford motor credit company,llc",24600,24000,Wed Mar 04 2015 01:00:00 GMT-0800 (PST),
512343,2015,Dodge,Dart,SXT,sedan,,1c3cdfbb4fd129254,pa,4.8,15126.0,white,black,enterprise veh exchange/rental,13900,13100,Fri Jun 05 2015 02:00:00 GMT-0700 (PDT),
184222,2011,Hyundai,Accent,GLS,Sedan,automatic,kmhcn4ac6bu610376,nc,3.7,59366.0,silver,gray,hendrick chevrolet,5700,5800,Mon Jan 26 2015 01:30:00 GMT-0800 (PST),
11281,2011,Toyota,RAV4,Base,SUV,automatic,2t3bf4dvxbw163449,oh,3.8,28160.0,silver,gray,toyota financial services,15100,14600,Tue Dec 23 2014 09:30:00 GMT-0800 (PST),
478268,2012,Infiniti,G Convertible,G37,g convertible,automatic,jn1cv6fexcm201795,tn,4.1,23894.0,white,tan,nissan infiniti lt,27800,31200,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT),
54920,2011,Mercedes-Benz,M-Class,ML350,SUV,automatic,4jgbb5gbxba652575,fl,2.9,49649.0,black,gray,mercedes-benz financial services,25300,23400,Tue Dec 23 2014 09:30:00 GMT-0800 (PST),
235912,2014,Hyundai,Elantra,SE,Sedan,automatic,5npdh4ae0eh473905,tx,1.9,13274.0,blue,gray,american bank,13350,10300,Wed Feb 04 2015 02:05:00 GMT-0800 (PST),
217256,2012,Nissan,370Z,Base,Coupe,automatic,jn1az4eh6cm561139,fl,4.0,37127.0,purple,black,dyer chevrolet,20300,18800,Wed Feb 04 2015 01:35:00 GMT-0800 (PST),
373477,2013,Chevrolet,Spark,1LT,Hatchback,automatic,kl8cd6s94dc512342,ca,3.9,40394.0,blue,black,premium auto wholesale,8075,8500,Thu Feb 26 2015 04:00:00 GMT-0800 (PST),
222380,2012,Jeep,Liberty,Sport,SUV,automatic,1c4pjmak5cw209271,il,3.6,55923.0,silver,black,dtg operations inc,13800,13800,Tue Feb 10 2015 03:15:00 GMT-0800 (PST),
75736,2010,Ford,Focus,SE,Sedan,automatic,1fahp3fn1aw197946,ca,1.9,112170.0,black,beige,santander consumer,4525,4300,Thu Jan 08 2015 12:00:00 GMT-0800 (PST),
96679,2013,Ford,Fiesta,SE,Hatchback,automatic,3fadp4ej3dm132135,mi,3.7,24117.0,black,black,"ford motor credit company,llc",9825,9100,Thu Jan 15 2015 01:00:00 GMT-0800 (PST),
403202,1999,Honda,Civic,EX,Sedan,automatic,1hgej8642xl019946,md,2.8,112787.0,silver,gray,kia of silver spring,2175,2000,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT),
188297,2014,Nissan,Frontier,S,King Cab,automatic,1n6bd0ct2en704873,ca,4.1,26398.0,black,gray,palm springs nissan,15000,15700,Thu Jan 22 2015 04:00:00 GMT-0800 (PST),
475836,2012,Volkswagen,Passat,SE,sedan,automatic,1vwbh7a36cc027142,il,2,46725.0,white,black,vw credit,10950,10800,Tue Jun 02 2015 03:00:00 GMT-0700 (PDT),
131378,1997,Ford,Explorer,XLT,SUV,,1fmdu34xxvua58420,fl,2.9,172597.0,white,gray,coggin deland ford,825,800,Tue Jan 13 2015 10:00:00 GMT-0800 (PST),
347122,2011,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,wddgf5eb9br159253,ca,3.9,37909.0,white,—,mercedes-benz financial services,18950,19750,Wed Mar 04 2015 04:30:00 GMT-0800 (PST),
111729,2012,Honda,Accord,LX,Sedan,automatic,1hgcp2f34ca063432,nj,3.5,15296.0,gray,gray,"ahfc/honda lease trust/hvt, inc. eot",13150,12900,Wed Jan 14 2015 09:30:00 GMT-0800 (PST),
507850,2007,Chevrolet,Impala,LT,sedan,automatic,2g1wt58k679309937,fl,3.1,155534.0,gold,gold,hertz remarketing,2750,2700,Thu Jun 04 2015 02:35:00 GMT-0700 (PDT),
234972,2014,Ford,Expedition,EL King Ranch,SUV,automatic,1fmjk1j5xeef13552,ca,4.3,34969.0,black,gray,ars/avis budget group,31800,33600,Thu Feb 19 2015 04:30:00 GMT-0800 (PST),
388409,2014,Ford,Explorer,Limited,SUV,automatic,1fm5k7f83egb64052,fl,3.8,30129.0,—,black,ars/avis budget group,28000,27600,Thu Mar 05 2015 01:00:00 GMT-0800 (PST),
11849,2010,Dodge,Charger,SXT Fleet,Sedan,automatic,2b3ca3cv3ah252407,nc,1.9,94672.0,burgundy,—,regional acceptance corporation / greenville,8200,5900,Mon Dec 22 2014 09:30:00 GMT-0800 (PST),
532682,2014,Ram,1500,Laramie,crew cab,automatic,1c6rr7nt8es240019,tn,1,26304.0,red,black,hertz/tra,35200,26000,Tue Jun 16 2015 03:00:00 GMT-0700 (PDT),
226615,2010,Chevrolet,Impala,LT,Sedan,automatic,2g1wb5enxa1232416,md,4.4,63224.0,red,black,exeter finance corp,8025,8000,Tue Feb 03 2015 01:30:00 GMT-0800 (PST),
238886,2013,Ford,Focus,SE,Sedan,automatic,1fadp3f2xdl206234,tx,4.9,20001.0,gray,black,johnson sewell ford lincoln inc,11400,11500,Wed Feb 04 2015 02:00:00 GMT-0800 (PST),
359183,2011,Chevrolet,Avalanche,LTZ,Crew Cab,automatic,3gntkge30bg160047,oh,3.9,73165.0,black,tan,luxury motor car company,27100,27500,Thu Mar 05 2015 02:30:00 GMT-0800 (PST),
158777,2012,Ford,F-150,XLT,SuperCrew,automatic,1ftew1cm8ckd17901,ca,3.3,39486.0,gray,gray,"ford motor credit company,llc",21000,21100,Thu Jan 29 2015 04:00:00 GMT-0800 (PST),
283661,2013,Lexus,RX 350,Base,SUV,automatic,jtjzk1ba1d2007348,mo,2.5,16897.0,white,tan,lexus financial services,33200,34000,Wed Feb 11 2015 02:30:00 GMT-0800 (PST),
90352,2010,Jeep,Wrangler,Unlimited Sport,SUV,,1j4ba3h15al192398,ca,4.9,102986.0,orange,black,american road leasing inc,15700,17250,Wed Jan 07 2015 12:15:00 GMT-0800 (PST),
385425,2000,Toyota,4Runner,Limited,SUV,,jt3hn87r7y9042961,ga,2.8,231874.0,green,beige,rick hendrick toyota scion sandy springs,3275,1900,Tue Mar 03 2015 05:00:00 GMT-0800 (PST),
485110,2006,Hyundai,Tiburon,GT,hatchback,automatic,kmhhn65f16u224847,tx,2.7,73829.0,silver,black,santander consumer,3875,3000,Wed Jun 03 2015 03:00:00 GMT-0700 (PDT),
56474,2012,Hyundai,Elantra,Limited,Sedan,automatic,5npdh4ae4ch095648,oh,4.0,20365.0,blue,gray,hyundai motor finance,13100,13000,Tue Dec 30 2014 09:30:00 GMT-0800 (PST),
387630,2012,Nissan,Sentra,2.0 SR,Sedan,,3n1ab6apxcl638666,fl,2.6,27241.0,black,gray,nissan-infiniti lt,11050,9400,Thu Mar 05 2015 01:15:00 GMT-0800 (PST),
18803,2007,Mercedes-Benz,R-Class,R320 CDI,Wagon,automatic,4jgcb22e17a041555,ca,3.7,124353.0,white,gray,jaguar land rover north scottsdale,9600,7500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST),
494721,2012,Infiniti,G Sedan,G37 Journey,g sedan,automatic,jn1cv6ap3cm624887,ca,4.4,43097.0,blue,gray,nissan infiniti lt,16000,18000,Thu Jun 18 2015 05:30:00 GMT-0700 (PDT),
146354,1998,,,,,automatic,1fmpu18l8wlc33120,tx,4.4,167625.0,white,gray,dt inventory,1175,1400,Tue Jan 20 2015 02:30:00 GMT-0800 (PST),
194223,2011,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp8bt006930,ca,4.4,36481.0,black,tan,nissan-infiniti lt,9525,9500,Tue Feb 03 2015 04:30:00 GMT-0800 (PST),
29222,1999,,,,,automatic,1b4hs28z7xf532037,fl,,200219.0,black,—,chevrolet center inc,800,600,Wed Dec 17 2014 16:31:00 GMT-0800 (PST),
163953,2000,Honda,Accord,EX V6,Coupe,automatic,1hgcg2257ya001456,fl,1.9,119171.0,black,black,autonation honda clearwater,2275,2400,Tue Jan 20 2015 10:00:00 GMT-0800 (PST),
2464,2011,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap9bc864028,ca,4.8,45142.0,black,black,nissan-infiniti lt,16050,17300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST),
418378,2014,Toyota,Corolla,LE,Sedan,automatic,2t1burhe5ec154265,mo,4.1,37991.0,red,gray,bob's rentals inc/avis systems licensee,12450,12100,Wed May 27 2015 03:30:00 GMT-0700 (PDT),
5666,2014,Mazda,Mazda2,Sport,Hatchback,automatic,jm1de1kz6e0177129,ca,4.9,6689.0,white,black,mazda motors of america inc.,11600,11500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST),
76484,2010,Dodge,Charger,SXT Fleet,Sedan,automatic,2b3ca3cv6ah312664,sc,2.7,102207.0,white,gray,crews chevrolet,7950,7600,Tue Jan 06 2015 02:00:00 GMT-0800 (PST),
273918,2013,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk8du221149,fl,2.0,43524.0,black,gray,ferco motors corp,13550,13100,Fri Feb 06 2015 01:50:00 GMT-0800 (PST),
68203,1997,Mercury,Grand Marquis,LS,Sedan,automatic,2melm75w8vx673519,ca,2.7,92044.0,blue,blue,prados auto sales/auction,1725,1800,Thu Jan 08 2015 13:00:00 GMT-0800 (PST),
378678,2014,Chevrolet,Suburban,LTZ 1500,SUV,automatic,1gnscke0xer145593,fl,4.4,37439.0,white,black,avis corporation,38500,38700,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),
136988,2003,BMW,X5,3.0i,SUV,automatic,5uxfa53533lp27680,mi,3.5,134986.0,gold,beige,cig financial,4600,3500,Thu Feb 05 2015 01:30:00 GMT-0800 (PST),
177699,2007,Jeep,Commander,Sport,SUV,automatic,1j8hh48k67c550622,tx,3.7,72997.0,gray,gray,gunn buick gmc ltd,7525,8300,Wed Jan 21 2015 02:00:00 GMT-0800 (PST),
556434,1997,Honda,CR-V,Base,suv,automatic,jhlrd1857vc062344,ca,1.9,273013.0,silver,gray,capitol mitsubishi,925,1250,Wed Jun 17 2015 05:30:00 GMT-0700 (PDT),
496406,2014,Nissan,Frontier,PRO-4X,crew cab,,1n6ad0ev4en721670,pa,3.8,23986.0,black,black,nissan north america inc.,27200,23000,Fri Jun 05 2015 02:00:00 GMT-0700 (PDT),
167408,2001,Ford,Taurus,LX,Sedan,automatic,1fahp52ux1g168397,ca,2.6,96135.0,burgundy,beige,logistics leasing,1375,950,Wed Jan 28 2015 04:30:00 GMT-0800 (PST),
441301,2012,Volkswagen,Passat,TDI SE,Sedan,,1vwbn7a32cc076962,pa,3,88734.0,black,black,hellam imports,11650,12100,Fri May 29 2015 02:00:00 GMT-0700 (PDT),
275766,1999,Toyota,Camry,CE,Sedan,automatic,4t1bg28k0xu410592,fl,2.0,66231.0,white,—,purple heart services inc,2225,2400,Tue Feb 10 2015 01:00:00 GMT-0800 (PST),
522459,2012,Ford,Shelby GT500,Base,coupe,manual,1zvbp8js2c5242182,pa,4.8,5819.0,silver,black,adcock brothers inc,44200,46500,Fri Jun 12 2015 02:00:00 GMT-0700 (PDT),
376974,2012,Toyota,Highlander,Base,SUV,,5tdbk3eh5cs114256,pa,4.6,23875.0,silver,gray,r hollenshead auto sales inc,24800,24700,Fri Feb 27 2015 01:00:00 GMT-0800 (PST),
149760,2007,,,,,automatic,1gbdv13157d122213,ny,1.9,78683.0,gold,beige,m and t bank,4075,5500,Wed Jan 21 2015 01:30:00 GMT-0800 (PST),
110589,2013,Ford,Taurus,SEL,Sedan,automatic,1fahp2e91dg182196,fl,4.1,53298.0,black,tan,apex fleet as agent or assignee of gecfs,13500,13500,Fri Jan 09 2015 09:35:00 GMT-0800 (PST),
319506,2010,Ford,Flex,SEL,Wagon,automatic,2fmgk5cc5aba23605,tx,3.6,134474.0,white,tan,texas direct auto,8550,9100,Wed Feb 18 2015 02:20:00 GMT-0800 (PST),
269974,2007,,,,,automatic,jm3er293370117755,fl,3.2,111738.0,red,tan,coral springs honda,5125,5000,Fri Feb 06 2015 01:30:00 GMT-0800 (PST),
536215,2013,Nissan,Pathfinder,SV,suv,automatic,5n1ar2mm7dc681549,mi,2.7,51118.0,silver,gray,dtg operations inc,17800,17600,Thu Jun 18 2015 02:30:00 GMT-0700 (PDT),
86246,2012,Ford,Fusion,SE,Sedan,automatic,3fahp0ha5cr124660,mo,4.4,56577.0,gray,black,exeter finance corp,9975,11300,Wed Jan 07 2015 10:30:00 GMT-0800 (PST),
448558,2008,Chrysler,300,Touring,Sedan,automatic,2c3ka53g68h217074,ga,2.2,93017.0,white,black,quick cars llc,7775,5800,Thu May 21 2015 03:00:00 GMT-0700 (PDT),
224165,2012,Toyota,Camry,LE,Sedan,automatic,4t4bf1fk7cr192974,oh,3.6,25082.0,gray,gray,toyota financial services,13700,13900,Tue Feb 03 2015 01:30:00 GMT-0800 (PST),
174609,2013,Toyota,Prius,Two,Hatchback,automatic,jtdkn3du0d0350243,mn,3.4,51374.0,red,black,toyota financial services,15200,13400,Wed Feb 04 2015 02:30:00 GMT-0800 (PST),
450720,2013,Ford,Escape,Titanium,SUV,automatic,1fmcu9j91dud34275,il,3.2,32233.0,gray,black,"ford motor credit company,llc",21500,21000,Thu May 28 2015 03:00:00 GMT-0700 (PDT),
157445,2013,Ford,Edge,SEL,SUV,automatic,2fmdk3jc4dba31130,pa,4.5,23880.0,red,tan,"ford motor credit company,llc",22600,19500,Wed Jan 21 2015 01:00:00 GMT-0800 (PST),
395976,2010,Chrysler,Sebring,Limited,Sedan,automatic,1c3cc5fd2an194583,il,2.5,58743.0,white,black,santander consumer,8875,7600,Tue Mar 10 2015 03:00:00 GMT-0700 (PDT),
359706,2014,Chrysler,200,Touring,Sedan,automatic,1c3ccbbg8en235917,fl,4.0,22969.0,gold,black,hertz corporation/gdp,13350,13000,Mon Mar 02 2015 04:30:00 GMT-0800 (PST),
433386,2014,Jeep,Compass,Sport,SUV,automatic,1c4njcba9ed777013,ca,3.6,30959.0,black,black,enterprise vehicle exchange/orange,13600,13200,Tue Jun 02 2015 05:30:00 GMT-0700 (PDT),
216424,2013,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb5dn713794,mi,4.3,56462.0,blue,black,dtg operations inc,9725,9600,Thu Feb 12 2015 01:30:00 GMT-0800 (PST),
421551,2009,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,automatic,4jgbb86e79a492355,ca,4,99968.0,black,black,clear view systems,14800,15000,Tue Jul 07 2015 09:30:00 GMT-0700 (PDT),
446204,2012,Chevrolet,Silverado 1500,LT,Crew Cab,,3gcpkse73cg142644,ab,3.1,138116.0,silver,beige,emkay canada leasing corp,19950,16400,Thu May 21 2015 04:30:00 GMT-0700 (PDT),
420118,2009,Mazda,Mazda5,Sport,Minivan,automatic,jm1cr293490359473,oh,2.2,66972.0,blue,black,progressive remarketing,6500,5150,Thu May 28 2015 02:00:00 GMT-0700 (PDT),
